DNI,Asegurado,FecNac,SEXO,CPP,síntomas,enfermedad detectada,Distrito
27271256.0,Sandra Gloria Rojas García,1981-07-25,M,CHURAZ,"fiebre, tos seca",COVID-19,Cutervo
74556468.0,Jorge Roberto Delgado Rodríguez,2002-06-21,M,OTRO FILADELFIA NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,,,Cutervo
66388142.0,María Mónica Pérez Gutiérrez,1988-07-18,M,JR. COMERCIO NRO. PUERTA SN PISO.01,"dolor de garganta, fiebre, congestión nasal",Gripe,Cutervo
84407850.0,Ana González Castillo,1984-02-20,M,,"dolor de cabeza, visión borrosa, mareos",Hipertensión,Cutervo
37133266.0,Ángel Claudia Cruz Torres,2015-10-10,F,CALLAYUC,"fiebre, congestión nasal, tos",Gripe,Cutervo
53606973.0,Patricia Eduardo Herrera Silva,1962-08-10,M,OTRO. CHURAZ NRO. PUERTA 0001 PISO.01,dolor de cabeza,,Cutervo
11638080.0,Yolanda Mónica Paredes González,1950-11-14,F,CASERIO CHONTAS BAJAS,"pérdida de olfato, tos seca, dificultad para respirar",COVID-19,Cutervo
18378525.0,Carlos Mónica Delgado Pérez,1962-02-28,F,OTRO PERLAMAYO NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE. km.,"tos seca, pérdida de olfato",COVID-19,Cutervo
21743713.0,María Claudia Castillo Pérez,2016-07-24,F,OTRO. CHURAZ NRO. PUERTA SN PISO.01,"sensibilidad a la luz, náuseas, dolor de cabeza",Migraña,Cutervo
19185643.0,Ángel Pablo Sánchez Cruz,2021-09-12,M,CUCHEA,"congestión nasal, dolor de garganta",Migraña,Cutervo
15583896.0,Carmen Isabel Vargas Martínez,2019-03-26,M,OTRO. QUEROMARCA NRO. PUERTA SN PISO.01,"opresión en el pecho, dificultad para respirar, sibilancias",Asma,Cutervo
32654252.0,Marta Natalia López Rodríguez,2011-04-19,M,GRAMALOTILLO,"micción frecuente, sed excesiva",Asma,Cutervo
23962791.0,Miguel Andrés Pérez Mendoza,2015-08-20,M,CASERIO CHURAZ,,Diabetes,Cutervo
43438497.0,Jorge Laura Sánchez Cruz,2002-12-03,F,OTRO VILUCO NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"pérdida de olfato, fiebre",COVID-19,Cutervo
87440918.0,Miguel Pablo García Flores,2013-05-28,F,BUENOS AIRES,"cansancio, micción frecuente, sed excesiva",Diabetes,Cutervo
83996686.0,Luis Raúl Gutiérrez Torres,1973-03-21,F,PUQUIO,"estornudos, picazón",Alergia,Cutervo
26289336.0,María Claudia Silva López,2023-11-02,M,CASERIO AGUA DULCE,"visión borrosa, mareos, dolor de cabeza",Hipertensión,Cutervo
48381538.0,Jesús Laura García Cruz,1997-06-24,M,OTRO SAN JOSE DE LIRIO NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"tos, congestión nasal, dolor de garganta",Gripe,Cutervo
43624593.0,Patricia Sara Rojas Torres,2018-08-02,M,OTRO. A 30 MINUTOS DEL CASERIO NRO. PUERTA SN PISO.01,,,Cutervo
93885231.0,Carlos Eduardo Mendoza Rojas,1991-09-01,F,OTRO. SECTOR EL CAMPO NRO. PUERTA SN PISO.01,"ojos llorosos, estornudos",Alergia,Cutervo
36655568.0,Jorge Carolina Rodríguez Paredes,2011-11-08,F,CASERIO CHONTAS BAJAS,"micción frecuente, sed excesiva, cansancio",Diabetes,Cutervo
37500736.0,José David Vargas Rojas,1978-12-14,M,OTRO SECTOR LA FLORIDA SN   PISO 01,"náuseas, acidez estomacal",Gastritis,Cutervo
55674847.0,Lucía Claudia Pérez Castillo,1970-06-27,M,CHURAZ,"náuseas, dolor abdominal",Gastritis,Cutervo
75377454.0,Yolanda Luisa Pérez Gutiérrez,1979-05-23,M,OTRO. SAN JUAN BAUTISTA NRO. PUERTA SN PISO.01,,,Cutervo
71659050.0,Verónica Laura Paredes Cruz,2011-02-10,F,SAN ISIDRO,sensibilidad a la luz,Alergia,Cutervo
18014415.0,Luis Pablo González Castillo,2018-09-11,F,OTRO. LA UNION NRO. PUERTA SN PISO.01,"náuseas, acidez estomacal",Migraña,Cutervo
56638807.0,Carmen Isabel Flores Sánchez,1967-06-15,F,CASERIO CHURAZ,"acidez estomacal, dolor abdominal",Gastritis,Cutervo
53227244.0,Jesús Gutiérrez Castillo,1955-04-12,M,OTRO CAMINO A MERENDANA SN   PISO 01,náuseas,Migraña,Cutervo
99057933.0,Juan Carolina Flores Vargas,1985-01-08,F,CASERIO CHONTAS,"visión borrosa, dolor de cabeza",Hipertensión,Cutervo
44865162.0,Ana Gloria Castillo Sánchez,1997-09-13,F,CASERIO SAN JOSE,"fiebre, tos seca, dificultad para respirar",COVID-19,Cutervo
32257035.0,Jesús Eduardo García Paredes,2000-06-10,F,OTRO. PUQUIO NRO. PUERTA SN PISO.01,"dificultad para respirar, opresión en el pecho",Asma,Cutervo
37220870.0,Lucía Carolina Gutiérrez Rodríguez,1986-06-06,F,EL CUMBE,,Gastritis,Cutervo
39882141.0,José Isabel López Ramírez,2018-02-14,F,OTRO. NUEVO TACABAMBA NRO. PUERTA SN PISO.01,"tos, congestión nasal, fiebre",Gripe,Cutervo
66498684.0,Sandra Andrés López Silva,2016-01-30,F,SAN ISIDRO,"estornudos, picazón, ojos llorosos",Alergia,Cutervo
71430811.0,Patricia Mónica Silva Flores,2010-05-21,F,C.P.EL CUMBE,tos,Migraña,Cutervo
94365740.0,Patricia Luisa Mendoza Cruz,2010-06-12,M,CASERIO SANTA RITA,"dolor de cabeza, mareos, visión borrosa",Hipertensión,Cutervo
22363848.0,Juan Eduardo Pérez Vargas,1992-02-01,M,EL CUMBE,"ojos llorosos, estornudos",Gastritis,Cutervo
87960045.0,Verónica Alberto Sánchez Rojas,1990-05-13,F,CHONTAS BAJAS,dolor de garganta,Gripe,Cutervo
48856155.0,Luis Eduardo Rodríguez Pérez,2019-08-13,F,OTRO AGUA DULCE NRO.SN BLOQUE. PISO.1 INTERIOR.  MZA.  LOTE. KM.,mareos,Migraña,Cutervo
42747658.0,Carmen Natalia García Rojas,2004-02-14,F,CASERIO SAN ISIDRO,"fiebre, tos",Gripe,Cutervo
22674566.0,Verónica Roberto Sánchez Gutiérrez,1989-04-08,M,OTRO CHONTAS ALTAS NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"dolor de cabeza, visión borrosa, mareos",Hipertensión,Cutervo
25272043.0,Sandra Andrés Ramírez Vargas,1953-12-20,F,EL CUMBE,"sibilancias, dificultad para respirar",Asma,Cutervo
91762623.0,Juan Alberto Herrera Torres,2011-12-24,F,MERENDANA,"sibilancias, dificultad para respirar",Asma,Cutervo
53885527.0,Sandra Eduardo Cruz Martínez,2002-04-03,F,CASERIO LA LLANGUA,"dolor de garganta, tos",Gripe,Cutervo
26349561.0,Juan Luisa Paredes Delgado,2014-06-25,F,CASERIO SAN JOSE,"sibilancias, dificultad para respirar",COVID-19,Cutervo
62362031.0,Lucía Raúl Herrera García,1991-02-03,M,CP.EL CUMBE,"fiebre, tos, dolor de garganta",Gripe,Cutervo
97606626.0,Jorge Claudia Rojas Cruz,2014-10-13,F,CASERIO CHONTAS,"opresión en el pecho, sibilancias",Asma,Cutervo
12475279.0,Patricia Laura Mendoza Gutiérrez,2019-05-01,M,PJ. SAN JUAN DIOS NRO. PUERTA SN PISO.01,"sensibilidad a la luz, dolor de cabeza, náuseas",Migraña,Cutervo
89181529.0,Marta Natalia Silva González,2023-09-04,M,CHONTAS BAJAS,"picazón, ojos llorosos",Alergia,Cutervo
69970889.0,Lucía Laura Rojas Gutiérrez,1981-09-16,M,OTRO. SAN JOSE NRO. PUERTA SN PISO.01,"fiebre, tos",Gripe,Cutervo
17658996.0,Ana Héctor García Martínez,1966-10-17,M,SAN ISIDRO,"visión borrosa, mareos",Asma,Cutervo
79942832.0,Patricia Sara López Torres,1971-12-25,M,OTRO. PINDOC NRO. PUERTA SN PISO.02,"acidez estomacal, náuseas, dolor abdominal",Gastritis,Cutervo
63785853.0,Ángel Roberto García Silva,2018-02-23,M,OTRO. SAN ANTONIO DE VILUCO NRO. PUERTA SN PISO.01,"sibilancias, dificultad para respirar, opresión en el pecho",Asma,Cutervo
88845879.0,Carmen Raúl Ramírez Delgado,2019-01-28,M,OTRO CALLAYUC NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"mareos, visión borrosa",Hipertensión,Cutervo
75179564.0,Ana Héctor Silva Pérez,2002-04-10,M,GRAMALOTILLO,,Asma,Cutervo
67343106.0,Carlos Pablo Gutiérrez Mendoza,2008-08-05,F,EL CUMBE,"tos seca, fiebre",COVID-19,Cutervo
97940440.0,Rosa Carolina García Rojas,2023-03-01,M,CUMBE,"dolor de cabeza, visión borrosa, mareos",Hipertensión,Cutervo
30698335.0,Fernando Pablo Gutiérrez Paredes,2006-03-09,F,CASERIO CUCHEA,"sed excesiva, micción frecuente",Diabetes,Cutervo
90242477.0,José Claudia Vargas Cruz,1938-02-27,M,OTRO CAMINO HUERTILLAS SN   PISO 01,"tos, fiebre",Gripe,Cutervo
53013152.0,Sandra David Castillo González,1999-10-21,M,SAN JUAN DE CHORRILLOS,"náuseas, dolor de cabeza",Migraña,Cutervo
23816936.0,Ángel Gloria Herrera López,1977-10-17,F,CASERIO SECTOR DEL CAMPO,sensibilidad a la luz,COVID-19,Cutervo
83048329.0,Miguel Laura Rojas Pérez,1949-11-29,M,,dolor de cabeza,,Cutervo
37092690.0,Sandra Claudia González García,2009-07-19,M,SANTA FE,"cansancio, micción frecuente",Diabetes,Cutervo
97071308.0,Jorge Delgado Sánchez,2004-10-15,M,SAN JOSE,"dolor de cabeza, mareos, visión borrosa",Hipertensión,Cutervo
66861185.0,María Rojas Torres,1994-07-15,F,,,Gripe,Cutervo
31782438.0,Verónica Claudia Rodríguez Silva,1993-03-26,M,QUEROMARCA,"cansancio, micción frecuente, sed excesiva",Diabetes,Cutervo
35730708.0,Jesús Luisa López Rojas,2005-08-06,F,SANTA RITA,"tos seca, pérdida de olfato",COVID-19,Cutervo
46576654.0,Ana Diego Mendoza Herrera,1973-03-01,M,EL CUMBE,"dificultad para respirar, sibilancias",Asma,Cutervo
11216093.0,Carmen Héctor Torres Ramírez,1974-05-16,M,CASERIO SALLOC,"ojos llorosos, estornudos, picazón",Alergia,Cutervo
63900654.0,Pedro Diego Martínez Rojas,2014-02-27,F,CAS. SAN ISIDRO,"micción frecuente, sed excesiva, cansancio",Diabetes,Cutervo
80485449.0,Lucía Pérez Mendoza,1994-03-12,F,CARR. A SAN JOSE DE LIRIO NRO. PUERTA SN PISO.01,"mareos, visión borrosa, dolor de cabeza",Hipertensión,Cutervo
85076871.0,Verónica Sara Paredes Rojas,2015-09-22,M,CASERIO CHONTAS ALTAS,"visión borrosa, dolor de cabeza",Gripe,Cutervo
84090957.0,Pedro Marco Flores Delgado,1996-02-07,M,SAN ISIDRO,"dolor de cabeza, sensibilidad a la luz",Migraña,Cutervo
55076055.0,Jorge Claudia García López,1997-03-12,M,JR. SAENS PEÑA NRO. PUERTA SN PISO.01,,,Cutervo
94741097.0,José Marco Herrera Rojas,2014-04-22,F,CASERIO BATANCILLO,cansancio,Alergia,Cutervo
27934779.0,Carmen Carolina Herrera Flores,1976-06-08,F,FILADELFIA,tos,,Cutervo
44535640.0,Ángel Diego Gutiérrez Flores,1941-12-01,M,SAN JUAN BAUTISTA,"acidez estomacal, náuseas",Gastritis,Cutervo
77183536.0,Patricia Luisa Castillo Sánchez,1986-06-10,F,OTRO CASERIO EL PUQUIO NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,dolor de cabeza,,Cutervo
57769695.0,Pedro Roberto Vargas Castillo,1972-10-17,F,CASERIO TOCHEPAMPA,"dolor de garganta, tos",Gripe,Cutervo
89448204.0,Jesús Carolina Castillo García,2002-12-07,F,CASERIO CHURAZ,"ojos llorosos, estornudos, picazón",Alergia,Cutervo
33420581.0,Carlos Isabel Ramírez García,2005-05-11,M,CHONTAS ALTAS,tos,,Cutervo
78462694.0,Carlos Héctor Vargas Martínez,2022-10-23,F,CASERIO SANTA RITA,"dificultad para respirar, pérdida de olfato",COVID-19,Cutervo
76985636.0,Marta Isabel Castillo Ramírez,1989-11-10,M,OTRO. CAMINO A LA LIBERTAD NRO. PUERTA SN PISO.01,"dolor de cabeza, mareos",Hipertensión,Cutervo
35141635.0,Jorge Mónica Sánchez Rodríguez,2004-04-20,F,CASERIO SANTA RITA,"sensibilidad a la luz, dolor de cabeza, náuseas",Migraña,Cutervo
11794365.0,Verónica Pablo Rojas Ramírez,2002-10-03,F,CP.EL CUMBE,fiebre,,Cutervo
87085901.0,Rosa Raúl Pérez Ramírez,2006-12-10,F,CASERIO BATANCILLO,tos seca,Gastritis,Cutervo
61642059.0,Ana Luisa Vargas Pérez,2003-11-27,M,SAN JUAN DE CHORRILLOS,dolor de cabeza,Gastritis,Cutervo
22208067.0,Rosa Laura Castillo Ramírez,1997-10-19,M,CASERIO CHONTAS BAJAS,,,Cutervo
85911776.0,Fernando Roberto Martínez Flores,1971-01-01,M,EL CUMBE,"dificultad para respirar, sibilancias, opresión en el pecho",Asma,Cutervo
22246782.0,Marta Pablo Rodríguez Vargas,2006-05-29,M,PAMPA GRANDE,,Diabetes,Cutervo
34725238.0,Jesús Andrés Ramírez López,1984-06-18,M,OTRO. UNION SAN JOSE NRO. PUERTA SN PISO.01,,,Cutervo
47579257.0,Luis Claudia Rojas Vargas,1996-03-01,M,GRAMALOTILLO,"tos seca, pérdida de olfato, dificultad para respirar",COVID-19,Cutervo
50466553.0,Ángel Marco Herrera López,2015-08-09,F,BATANCILLO,"cansancio, micción frecuente",Diabetes,Cutervo
48801669.0,Patricia Isabel Silva Mendoza,2016-03-30,F,CASERIO SANTA RITA,opresión en el pecho,Asma,Cutervo
66197881.0,Sandra Alberto Rojas Flores,2022-05-21,F,PJ. FERNANDO BELAUNDE TERRY NRO. PUERTA SN PISO.01,"ojos llorosos, estornudos, picazón",Alergia,Cutervo
86629525.0,Ana Isabel Rodríguez Sánchez,2020-04-24,F,CENTRO POBLADO SAN JOSE,"congestión nasal, dolor de garganta",Gripe,Cutervo
50095898.0,Patricia Carolina Flores Vargas,1986-02-12,M,SECTOR BARRIOS ALTOS S/N,"cansancio, micción frecuente",Alergia,Cutervo
82442053.0,Ana Alberto Sánchez Rojas,2014-10-16,F,SAN JUAN BAUTISTA,"sibilancias, dificultad para respirar",Asma,Cutervo
94770230.0,Marta Mónica Ramírez Cruz,1994-08-15,M,OTRO. VISTA ALEGRA NRO. PUERTA SN PISO.01,"dolor de cabeza, visión borrosa, mareos",Hipertensión,Cutervo
86798930.0,Pedro Pablo Rodríguez Cruz,1999-05-03,M,CHURAZ,"náuseas, dolor abdominal, acidez estomacal",Gastritis,Cutervo
71914527.0,Ana Gloria Rodríguez Cruz,2014-05-08,M,JR. SAENS PEÑA NRO. PUERTA SN PISO.01,"dolor abdominal, náuseas, acidez estomacal",Gastritis,Cutervo
34512458.0,Ángel Alberto Torres Pérez,2003-02-28,F,OTRO. CAMINO A SAN JOSE DE LIRI NRO. PUERTA SN PISO.01,"náuseas, acidez estomacal",Gastritis,Cutervo
95178516.0,Miguel David Torres Flores,1997-04-16,M,05EL PORVENIR,estornudos,Alergia,Cutervo
15313406.0,Rosa Natalia Delgado Sánchez,2006-05-21,F,CAS. SAN FRANCISCO,"tos seca, pérdida de olfato",Gripe,Cutervo
75632162.0,Marta Laura Vargas Mendoza,2004-01-16,M,PERLAMAYO,"sed excesiva, cansancio",Diabetes,Cutervo
93943786.0,Jesús Laura Pérez Delgado,2004-08-31,F,CALLE COMENCIO S/N,"náuseas, dolor de cabeza",Migraña,Cutervo
70344627.0,Sandra Gloria Herrera Rodríguez,1979-12-17,F,CASERIO PAMPAGRANDE,"ojos llorosos, estornudos, picazón",Alergia,Cutervo
93281226.0,Pedro Mónica Castillo Paredes,1927-07-20,M,,"dificultad para respirar, pérdida de olfato",COVID-19,Cutervo
28551860.0,Rosa Marco Martínez Rodríguez,2008-05-24,F,CHONTAS ALTAS,tos,,Cutervo
87982382.0,Verónica Gloria López Rojas,1988-07-08,M,,"ojos llorosos, estornudos, picazón",Alergia,Cutervo
35151630.0,Luis Sara Cruz Gutiérrez,2024-02-04,F,CASERIO CHORRILLOS,cansancio,Alergia,Cutervo
64090908.0,Carmen Laura Vargas Martínez,1998-04-10,M,,"sed excesiva, cansancio",Diabetes,Cutervo
70854504.0,Luis Sara Ramírez Sánchez,1992-10-25,M,OTRO. YUBE NRO. PUERTA SN PISO.01,,Asma,Cutervo
11390872.0,Marta Claudia Rojas Rodríguez,1995-11-30,M,C.P.EL CUMBE,dolor de cabeza,Alergia,Cutervo
61134203.0,Luis Andrés Rojas Rodríguez,1981-08-11,F,SAN JOSE DE LIRIO,"estornudos, ojos llorosos, picazón",Alergia,Cutervo
99051295.0,Verónica Laura Paredes Rodríguez,1977-08-27,F,CALLAYUC,"micción frecuente, sed excesiva",Gripe,Cutervo
87685641.0,José Sara Cruz Gutiérrez,2021-12-30,F,CASERIO UNION SAN JOSE,"cansancio, micción frecuente",Gastritis,Cutervo
36672075.0,María Pablo Ramírez Cruz,2018-01-01,M,CARR. SAN FRANCISCO NRO. PUERTA SN PISO.01,"cansancio, micción frecuente",Diabetes,Cutervo
28971582.0,José Gloria Mendoza Herrera,1954-11-18,F,CUMBE,"dificultad para respirar, pérdida de olfato, fiebre",COVID-19,Cutervo
99281682.0,María Carolina Flores Sánchez,1998-07-15,M,VILUCO,tos,,Cutervo
72795706.0,Verónica David Gutiérrez Ramírez,2015-05-13,M,OTRO. YAPANA NRO. PUERTA SN PISO.02,,Migraña,Cutervo
91971659.0,Marta Alberto Martínez Flores,2023-01-25,M,EL CUMBE,,,Cutervo
38171452.0,Yolanda Pablo Martínez González,2005-02-16,M,SAN JUAN DE CHORRILLOS,"visión borrosa, dolor de cabeza",Hipertensión,Cutervo
58433111.0,José Roberto García Delgado,1992-11-01,F,CASERIO CUCHEA,"mareos, visión borrosa",Asma,Cutervo
39284305.0,Jesús Marco Silva López,2002-05-17,M,SAN JUAN DE CHIORRILOS,tos,,Cutervo
59466208.0,Miguel Diego Mendoza Silva,1999-04-12,M,OTRO. CAMINO SAN JUAN CHORRILLO NRO. PUERTA SN PISO.01,"opresión en el pecho, dificultad para respirar",Asma,Cutervo
45681902.0,Carmen Natalia Martínez Silva,1957-08-25,M,OTRO CAMINO AL CUMBE SN   PISO 01,"opresión en el pecho, dificultad para respirar, sibilancias",Asma,Cutervo
21757582.0,Patricia Carolina Pérez Silva,2016-10-15,M,OTRO. CALLAYUC NRO. PUERTA SN PISO.01,"dolor de cabeza, sensibilidad a la luz, náuseas",Migraña,Cutervo
11822506.0,Rosa Luisa Torres Delgado,1985-02-27,M,CASERIO SAN JUAN DE CHORRILLOS,,COVID-19,Cutervo
42090929.0,Sandra Diego Paredes Ramírez,2019-02-26,F,OTRO. PUQUITO NRO. PUERTA SN PISO.01,"micción frecuente, cansancio, sed excesiva",Diabetes,Cutervo
31319053.0,Pedro Diego Vargas Mendoza,1991-01-03,M,OTRO LA UNION NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"sibilancias, opresión en el pecho",Asma,Cutervo
36093098.0,José López Castillo,2023-09-10,M,CP EL CUMBE,"sensibilidad a la luz, dolor de cabeza, náuseas",Migraña,Cutervo
73208159.0,Marta David Silva Gutiérrez,1979-07-20,F,CHONTAS BAJAS,"sed excesiva, micción frecuente",Diabetes,Cutervo
84940535.0,Miguel Olga Martínez Herrera,1980-07-24,F,CASERIO DE FILADELFIA,,,Cutervo
46183559.0,Jorge Rojas Sánchez,2013-03-20,M,salida a callayuc,,Hipertensión,Cutervo
96073832.0,José Andrés Delgado López,2003-08-12,M,CASERIO SAN ISIDRO,,,Cutervo
45874853.0,Juan Luisa Silva González,2003-10-12,F,C.P.EL CUMBE,"ojos llorosos, estornudos",Alergia,Cutervo
18685665.0,Yolanda Flores Sánchez,1938-06-23,M,EL CUMBE,"micción frecuente, sed excesiva, cansancio",Diabetes,Cutervo
45451275.0,Luis Laura Rojas Mendoza,1941-04-03,M,,fiebre,Gripe,Cutervo
25432123.0,Miguel Carolina López Herrera,2009-11-25,F,CASERIO CHONTAS BAJAS,"visión borrosa, mareos",Hipertensión,Cutervo
87631511.0,Rosa Héctor Ramírez Herrera,1974-07-18,F,C.P.EL CUMBE,,,Cutervo
18667153.0,Juan Claudia Castillo Flores,2020-06-13,F,distrito calalyuc,dificultad para respirar,Asma,Cutervo
69406147.0,Ana Natalia Ramírez Sánchez,2019-03-26,F,OTRO. QUEROMARCA NRO. PUERTA SN PISO.01,"fiebre, pérdida de olfato, tos seca",COVID-19,Cutervo
60405834.0,Ángel Claudia Cruz López,2003-04-13,F,chorrillos,fiebre,Gripe,Cutervo
95397446.0,Carmen Mónica Flores Delgado,2005-04-30,F,CASERIO SAN JOSE,"dolor abdominal, acidez estomacal",Gastritis,Cutervo
14022751.0,Miguel Mónica Gutiérrez Flores,2014-06-11,F,CASERIO YAPANA,,Gastritis,Cutervo
43670502.0,Carmen Laura González García,2006-05-28,M,CASERIO SAN JOSE DE LIRIO,"opresión en el pecho, sibilancias",Asma,Cutervo
71654222.0,Miguel Isabel Silva Pérez,2014-09-29,F,CASERIO UNION SAN JOSE,"picazón, ojos llorosos",Alergia,Cutervo
57791945.0,Marta Eduardo Ramírez Castillo,1977-10-28,M,CHURAZ,,,Cutervo
72863836.0,José Raúl Paredes Mendoza,2013-09-17,F,CASERIO SAN JOSE,"congestión nasal, dolor de garganta, tos",Gripe,Cutervo
27025531.0,Pedro Carolina Cruz Paredes,1986-02-10,M,VILUCO,"dolor de garganta, tos",Gripe,Cutervo
85890585.0,Fernando Claudia Castillo García,2005-04-20,M,CP.EL CUMBE,"acidez estomacal, dolor abdominal",Gastritis,Cutervo
70344360.0,María Castillo Rodríguez,1980-07-27,F,CHONTA ALTA,"mareos, visión borrosa",Diabetes,Cutervo
81007510.0,Lucía Laura Flores Cruz,1986-03-10,M,CASERIO CHONTAS BAJAS,"tos seca, pérdida de olfato, fiebre",COVID-19,Cutervo
59143733.0,Lucía Marco Ramírez Torres,1987-04-15,F,CASERIO UNION SAN JOSE,"opresión en el pecho, sibilancias, dificultad para respirar",Asma,Cutervo
13451274.0,Fernando Gloria González Vargas,1965-08-02,F,EL CUMBE,"congestión nasal, tos, dolor de garganta",Gripe,Cutervo
81988248.0,Patricia Mónica Delgado Castillo,1981-11-03,M,OTRO. EL SALLOF NRO. PUERTA SN PISO.1,"dificultad para respirar, opresión en el pecho, sibilancias",Asma,Cutervo
55786573.0,Sandra Pablo Gutiérrez Vargas,1976-07-09,F,CALLAYUC,,Asma,Cutervo
65141867.0,Carmen Claudia Flores Cruz,2021-12-11,F,CAS. EL SALLOF,"micción frecuente, cansancio",Diabetes,Cutervo
89410792.0,Ángel Carolina Flores Pérez,2013-12-20,M,CALLAYUC,"pérdida de olfato, fiebre, tos seca",COVID-19,Cutervo
28011067.0,Fernando Marco Mendoza Sánchez,2011-12-24,F,CASERIO SAN JOSE,"sensibilidad a la luz, náuseas",Migraña,Cutervo
94675683.0,María Laura Vargas Mendoza,1960-07-24,M,CASERIO SAN JOSE DE LIRIO,"sed excesiva, micción frecuente",Diabetes,Cutervo
69877752.0,Carlos Carolina Rojas López,2000-09-06,M,CP.EL CUMBE,"picazón, estornudos, ojos llorosos",Alergia,Cutervo
56454514.0,Miguel Andrés González Vargas,2003-10-18,M,CALLAYUC,"dolor de cabeza, náuseas",Migraña,Cutervo
31550006.0,Juan Claudia Pérez López,2004-11-12,F,C.P.EL CUMBE,dolor abdominal,Alergia,Cutervo
69602643.0,Ana Isabel Rodríguez Ramírez,1961-12-27,M,EL CUMBE,dolor de cabeza,Asma,Cutervo
76989199.0,Ana Martínez Mendoza,2016-04-27,M,SANTA RITA,"opresión en el pecho, sibilancias, dificultad para respirar",Asma,Cutervo
11673867.0,Jorge Torres Herrera,2009-02-09,F,GRAMALOTILLO,"dolor abdominal, acidez estomacal",Gastritis,Cutervo
34202101.0,José Olga Delgado García,1986-01-25,M,CAS SANTA FE,mareos,Gastritis,Cutervo
73908885.0,Ana Claudia Paredes Flores,2000-02-18,M,EL CUMBE,"dificultad para respirar, sibilancias, opresión en el pecho",Asma,Cutervo
40451228.0,Rosa Roberto Delgado Sánchez,1974-01-15,F,OTRO. SAN JUAN BAUTISTA NRO. PUERTA SN PISO.01,"dificultad para respirar, pérdida de olfato, fiebre",COVID-19,Cutervo
46206965.0,Ana Eduardo Ramírez Vargas,1994-06-25,F,CHONTAS,"cansancio, sed excesiva",Diabetes,Cutervo
40927233.0,Carmen Laura Mendoza Silva,1956-09-13,F,CHURAZ,fiebre,Gripe,Cutervo
31727595.0,Juan Mónica Pérez Rojas,1925-03-05,F,SAN JUAN BAUTISTA,"náuseas, dolor de cabeza",Migraña,Cutervo
70536317.0,Jorge Olga Martínez Torres,2014-10-06,M,"CA CAHUIDE, 0  11Z 01",,,Cutervo
48497588.0,Ana Diego Rojas Herrera,2023-01-25,M,CASERIO SALLOF,,,Cutervo
14466329.0,Yolanda Pablo Gutiérrez Flores,2012-05-06,F,CASERIO CHURAZ,"náuseas, acidez estomacal, dolor abdominal",Gastritis,Cutervo
37716662.0,Jorge Roberto Torres Rojas,1982-02-14,F,CASERIO SAN JUAN BAUTISTA,"fiebre, dificultad para respirar, tos seca",COVID-19,Cutervo
88167180.0,Jesús Sánchez García,2017-10-30,M,OTRO. LA LLANGUA NRO. PUERTA SN PISO.01,"congestión nasal, dolor de garganta",Gripe,Cutervo
66093039.0,María David Paredes Mendoza,1983-10-01,F,EL CUMBE,"fiebre, tos",Gripe,Cutervo
15578024.0,Jorge Mónica Pérez Mendoza,1988-08-25,M,EL CUMBE,tos,,Cutervo
50888747.0,Rosa David Sánchez Cruz,2014-11-05,F,CALLAYUC,"dolor de cabeza, sensibilidad a la luz",Migraña,Cutervo
41885512.0,Luis Isabel Torres Herrera,1998-10-27,M,CALLE COMERCIO NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"dolor abdominal, acidez estomacal, náuseas",Gastritis,Cutervo
85264392.0,Yolanda Eduardo Vargas Ramírez,2012-06-14,F,CASERIO YAPANA,"acidez estomacal, náuseas, dolor abdominal",Gastritis,Cutervo
74496153.0,Jorge Vargas Rodríguez,1940-12-25,F,EL CUMBE,"dolor de garganta, fiebre, congestión nasal",Gripe,Cutervo
79767393.0,José Alberto Martínez López,2006-05-28,F,CALLE COMERCIO S/N,,,Cutervo
29048658.0,Carlos Andrés Cruz Martínez,1982-08-11,M,OTRO. BATANCILLO NRO. PUERTA SN PISO.01,"sensibilidad a la luz, náuseas",Migraña,Cutervo
81955635.0,Lucía Héctor Martínez Rodríguez,2001-10-12,F,OTRO. CAMINO A CHORRILLOS NRO. PUERTA SN PISO.01,"sensibilidad a la luz, náuseas, dolor de cabeza",Migraña,Cutervo
97479070.0,Fernando Eduardo Herrera Castillo,2004-10-16,F,CENTRO POBLADO EL CUMBE,"micción frecuente, cansancio",Diabetes,Cutervo
77512293.0,Juan Sánchez García,2014-05-06,F,CALLE BOLOGNESI NRO.SN BLOQUE. PISO.02 INTERIOR.  MZA.  LOTE.,"sensibilidad a la luz, dolor de cabeza, náuseas",Migraña,Cutervo
63465344.0,Patricia Raúl López Herrera,2012-11-15,F,CASERIO SANTA FE,dolor de cabeza,,Cutervo
51035376.0,Miguel Luisa García Martínez,2020-06-10,F,,"fiebre, congestión nasal, tos",Gripe,Cutervo
